Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
  19:  2oq5-A 20.2  2.4  179   232   13 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  20:  3fzz-A 20.2  2.3  178   227   19 PDB  MOLECULE: GRANZYME C;                                                
  21:  1azz-A 20.2  2.1  175   226   15 PDB  MOLECULE: COLLAGENASE;                                               
  22:  1pq5-A 20.2  2.4  177   225   21 PDB  MOLECULE: TRYPSIN;                                                   
  23:  1b0f-A 20.2  2.3  176   218   15 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  24:  2zgc-A 20.1  2.6  180   231   19 PDB  MOLECULE: GRANZYME M;                                                
  25:  1ekb-B 20.1  2.3  178   235   16 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
  26:  1ym0-A 20.1  2.4  182   238   15 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
  27:  3tk9-A 20.1  2.1  175   226   18 PDB  MOLECULE: GRANZYME H;                                                
  28:  1lto-A 20.1  2.6  180   243   16 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
  29:  4dgj-A 20.0  2.2  177   235   15 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
  30:  1fi8-B 20.0  2.1  175   227   18 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  31:  5jd8-A 20.0  3.1  167   272   20 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
  32:  5dj7-A 20.0  2.2  176   230   19 PDB  MOLECULE: TRYPSIN;                                                   
  33:  3rp2-A 19.9  2.2  173   224   17 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  34:  3otp-A 19.9  3.0  166   381   23 PDB  MOLECULE: PROTEASE DO;                                               
  35:  1au8-A 19.9  2.3  176   225   18 PDB  MOLECULE: CATHEPSIN G;                                               
  36:  1euf-A 19.9  2.2  173   224   18 PDB  MOLECULE: DUODENASE;                                                 
  37:  1npm-A 19.9  2.1  172   223   18 PDB  MOLECULE: NEUROPSIN;                                                 
  38:  5ilb-A 19.9  2.3  165   465   22 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
  39:  3h7o-A 19.8  2.4  178   228   17 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  40:  1hyl-A 19.8  2.3  177   230   17 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  41:  1m9u-A 19.8  2.3  179   241   13 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  42:  5wi6-B 19.8  2.6  179   245   15 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
  43:  1amh-A 19.7  2.3  175   223   17 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
  44:  1cgi-E 19.7  2.4  181   245   15 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  45:  1elt-A 19.7  2.2  175   236    9 PDB  MOLECULE: ELASTASE;                                                  
  46:  2eek-A 19.6  2.3  173   220   17 PDB  MOLECULE: TRYPSIN-1;                                                 
  47:  2zch-P 19.6  2.5  179   237   18 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  48:  1ton-A 19.6  2.2  174   227   15 PDB  MOLECULE: TONIN;                                                     
  49:  2qxg-A 19.6  2.6  178   225   16 PDB  MOLECULE: KALLIKREIN-7;                                              
  50:  1ao5-A 19.6  2.4  177   236   15 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
  51:  1h4w-A 19.6  2.4  176   224   17 PDB  MOLECULE: TRYPSIN IVA;                                               
  52:  1bit-A 19.6  2.3  174   222   17 PDB  MOLECULE: TRYPSIN;                                                   
  53:  4bnr-A 19.6  2.3  176   237   20 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
  54:  5jb8-S 19.6  2.4  176   236   18 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  55:  2psx-A 19.5  2.4  175   227   22 PDB  MOLECULE: KALLIKREIN-5;                                              
  56:  2bdb-A 19.5  2.4  178   242   12 PDB  MOLECULE: ELASTASE-1;                                                
  57:  1trn-A 19.5  2.4  176   224   18 PDB  MOLECULE: TRYPSIN;                                                   
  58:  1fy1-A 19.5  2.3  177   225   13 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  59:  1spj-A 19.5  2.3  175   236   15 PDB  MOLECULE: KALLIKREIN 1;                                              
  60:  1bru-P 19.5  2.4  178   241   13 PDB  MOLECULE: ELASTASE;                                                  
  61:  4fln-B 19.5  2.5  166   464   22 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
  62:  4niy-D 19.4  2.2  166   195   17 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  63:  1sgf-G 19.4  2.2  173   232   18 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  64:  1fq3-A 19.4  2.1  173   227   18 PDB  MOLECULE: GRANZYME B;                                                
  65:  1g3c-A 19.4  2.6  177   225   18 PDB  MOLECULE: BETA-TRYPSIN;                                              
  66:  4h4f-A 19.3  2.4  177   239   15 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  67:  3e0n-B 19.3  2.4  181   254   18 PDB  MOLECULE: PROSTASIN;                                                 
  68:  4ynn-A 19.3  2.3  165   400   19 PDB  MOLECULE: PROTEASE DO;                                               
  69:  3stj-A 19.3  3.1  166   300   22 PDB  MOLECULE: PROTEASE DEGQ;                                             
  70:  5il9-A 19.3  2.3  165   465   24 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
  71:  3qo6-B 19.2  2.9  167   328   22 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
  72:  3h7t-A 19.2  2.5  176   235   16 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YVT004A06;                        
  73:  2z9i-A 19.2  2.2  163   284   24 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
  74:  4lk4-A 19.2  2.1  173   326   15 PDB  MOLECULE: VESB PROTEASE;                                             
  75:  2vnt-B 19.1  2.7  184   258   10 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  76:  1an1-E 19.1  2.4  173   223   19 PDB  MOLECULE: TRYPSIN;                                                   
  77:  3nzi-A 19.1  3.3  166   211   27 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  78:  3pv3-A 19.1  3.1  164   392   20 PDB  MOLECULE: DEGQ;                                                      
  79:  1a0j-A 19.1  2.4  174   223   14 PDB  MOLECULE: TRYPSIN;                                                   
  80:  3f6u-H 19.0  2.4  177   241   16 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  81:  1gvz-A 19.0  2.3  176   237   17 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  82:  1pfx-C 19.0  2.4  176   236   15 PDB  MOLECULE: FACTOR IXA;                                                
  83:  3sbk-A 19.0  2.5  179   235   16 PDB  MOLECULE: VIPERA RUSSELLI PROTEINASE RVV-V GAMMA;                    
  84:  1yc0-A 19.0  2.7  183   247   16 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
  85:  1a5i-A 18.9  2.5  183   266   16 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  86:  3i77-A 18.9  2.4  174   230   18 PDB  MOLECULE: TRYPSIN;                                                   
  87:  2qy0-D 18.9  2.4  174   237   15 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
  88:  3k6y-A 18.8  2.2  163   227   21 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
  89:  1bda-A 18.8  2.5  181   266   15 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
  90:  3cp7-A 18.8  2.6  173   216   14 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
  91:  1fxy-A 18.8  2.6  173   229   19 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  92:  5y28-C 18.8  2.9  163   277   22 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
  93:  1z8g-A 18.7  2.4  179   366   16 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  94:  2pux-B 18.7  2.4  176   258   15 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
  95:  1fiw-A 18.7  2.4  177   260   16 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  96:  5t69-A 18.7  2.3  161   284   20 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
  97:  5o32-I 18.7  2.4  177   241   15 PDB  MOLECULE: COMPLEMENT C3;                                             
  98:  3s69-A 18.6  2.3  173   234   16 PDB  MOLECULE: THROMBIN-LIKE ENZYME DEFIBRASE;                            
  99:  1bqy-A 18.6  2.4  176   235   12 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
 100:  5lpe-A 18.6  2.3  170   204   16 PDB  MOLECULE: KALLIKREIN-10;                                             
 101:  5to3-B 18.6  2.1  171   368   17 PDB  MOLECULE: PROTHROMBIN;                                               
 102:  4wjg-2 18.6  2.4  175   310   14 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 103:  1c5m-D 18.5  2.7  177   241   15 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
 104:  2aip-A 18.5  2.3  173   231   14 PDB  MOLECULE: PROTEIN C ACTIVATOR;                                       
 105:  1op0-A 18.5  2.6  178   234   15 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
 106:  4cre-A 18.5  2.7  179   238   17 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 107:  4e7n-A 18.4  2.5  175   238   17 PDB  MOLECULE: SNAKE-VENOM THROMBIN-LIKE ENZYME;                          
 108:  1fiz-A 18.4  2.4  176   263   19 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
 109:  1kig-H 18.4  2.6  176   241   13 PDB  MOLECULE: FACTOR XA;                                                 
 110:  3lgu-A 18.3  2.9  161   191   21 PDB  MOLECULE: PROTEASE DEGS;                                             
 111:  4a5t-S 18.3  2.6  179   767   12 PDB  MOLECULE: PLASMINOGEN;                                               
 112:  3nwu-B 18.2  3.2  157   183   27 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 113:  1gpz-A 18.1  2.6  174   368   15 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
 114:  3sti-A 18.0  2.8  157   184   23 PDB  MOLECULE: PROTEASE DEGQ;                                             
 115:  4j1y-A 18.0  2.6  179   378   15 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
 116:  4ic5-A 18.0  3.0  164   210   23 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
 117:  5hma-A 18.0  2.3  163   191   17 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
 118:  5gvt-A 18.0  2.5  174   236   19 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
 119:  1soz-C 17.9  3.2  168   257   20 PDB  MOLECULE: PROTEASE DEGS;                                             
 120:  1zjk-A 17.8  2.6  178   389   13 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
 121:  4igd-A 17.8  2.2  170   397   20 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
 122:  1cvw-H 17.8  2.5  177   255   11 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
 123:  4kkd-B 17.6  2.7  182   405   13 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
 124:  1pyt-D 17.6  2.8  180   251   13 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
 125:  4bxw-B 17.5  2.8  176   288   16 PDB  MOLECULE: FACTOR XA;                                                 
 126:  2w5e-A 17.5  2.1  148   162   21 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
 127:  1pyt-C 17.4  2.5  174   248   11 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
 128:  1fdp-B 17.4  2.2  161   198   16 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
 129:  4nsy-B 17.4  2.8  178   266   16 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
 130:  3h5c-B 17.4  2.5  173   312   11 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 131:  4duu-A 17.4  2.5  176   682   13 PDB  MOLECULE: PLASMINOGEN;                                               
 132:  1arc-A 17.3  2.8  177   264   16 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
 133:  4f4o-C 17.3  2.3  173   309   16 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 134:  4dw2-U 17.2  2.4  170   221   11 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
 135:  4ic6-A 17.2  3.2  169   340   24 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
 136:  4ri0-A 17.2  3.2  158   306   24 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
 137:  3k65-B 17.2  2.6  175   274   17 PDB  MOLECULE: PROTHROMBIN;                                               
 138:  1te0-A 17.1  3.0  165   318   19 PDB  MOLECULE: PROTEASE DEGS;                                             
 139:  5lyo-C 17.1  2.5  176   255   17 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
 140:  3t2n-A 17.0  2.4  167   339   17 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 141:  2olg-A 17.0  2.4  171   276   16 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
 142:  1l1j-A 16.9  2.7  160   226   25 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
 143:  5zvj-A 16.9  3.1  159   299   19 PDB  MOLECULE: SERINE PROTEASE;                                           
 144:  5jwf-A 16.8  2.5  180   700   21 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 145:  5i25-A 16.7  2.6  171   596   17 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 146:  6i44-A 16.7  2.4  172   596   17 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
 147:  1mkw-K 16.6  2.3  171   287   16 PDB  MOLECULE: ALPHA-THROMBIN;                                            
 148:  5jxf-A 16.6  2.8  185   696   19 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 149:  5jxp-A 16.6  2.7  182   662   21 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 150:  2xxl-A 16.4  3.0  181   354   14 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
 151:  2xrc-B 16.3  2.5  161   485   17 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 152:  3gdv-A 16.3  3.2  168   296   20 PDB  MOLECULE: DEGS PROTEASE;                                             
 153:  1zyo-A 16.2  2.8  164   184   19 PDB  MOLECULE: SERINE PROTEASE;                                           
 154:  1gvl-A 16.1  3.3  164   223   12 PDB  MOLECULE: KALLIKREIN 6;                                              
 155:  1sgf-A 16.0  2.5  157   203   17 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
 156:  1ky9-B 15.9  3.1  162   396   22 PDB  MOLECULE: PROTEASE DO;                                               
 157:  3wom-A 15.8  2.6  181   699   22 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 158:  5edm-A 15.7  2.6  174   550   16 PDB  MOLECULE: PROTHROMBIN;                                               
 159:  2xwb-F 15.2  2.6  168   714   14 PDB  MOLECULE: COMPLEMENT C3B BETA CHAIN;                                 
 160:  2i6q-A 15.2  2.5  165   503   12 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 161:  2xrc-A 15.1  2.4  147   461   17 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 162:  5fht-A 15.1  3.3  160   300   21 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
 163:  4bxs-A 14.5  2.5  151   248   17 PDB  MOLECULE: FACTOR X-LIKE PROTEASE;                                    
 164:  5jwg-A 14.3  2.4  178   705   20 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 165:  2b9l-A 14.2  2.7  178   372   13 PDB  MOLECULE: PROPHENOLOXIDASE ACTIVATING FACTOR;                        
 166:  3ak5-A 14.1  2.7  165   970   21 PDB  MOLECULE: HEMOGLOBIN-BINDING PROTEASE HBP;                           
